Origin,Qwen72B_High_Relevance,question_options,data_source_corr_x,Correct answer
ID1029,"1. A 30-year-old primigravida at 30 weeks' gestation presents to the emergency department with worsening upper abdominal pain over the past hour. 2. She reports initial dull stomach pain approximately 6 hours ago that has progressed and localized to the upper abdomen. 3. She experienced one episode of emesis en route to the hospital. 8. Her vital signs show a temperature of 38.5°C (101.3°F), heart rate of 100/min, and blood pressure of 130/80 mm Hg. 9. Physical examination reveals right upper quadrant tenderness but is otherwise normal. 10. Laboratory findings are as follows:

| Hemoglobin | 13.1 g/dL |
| --- | --- |
| Leukocyte count | 17,000/mm3 |
| Serum |  |
| Urea nitrogen | 20 mg/dL |
| Creatinine | 0.8 mg/dL |
| Alkaline phosphatase | 79 U/L |
| Bilirubin |  |
| Total | 1 mg/dL |
| Direct | 0.3 mg/dL |

Urinalysis demonstrates mild pyuria.","What is the most likely diagnosis?

A. Pancreatitis  
B. Ovarian torsion  
C. Acute cholecystitis  
D. Acute cholangitis  
E. Diverticulitis  
F. HELLP syndrome  
G. Appendicitis  
H. Hepatic abscess  
I. Pyelonephritis  
J. Gastritis",medxpert,G
ID1031,"1. A 37-year-old G1P0 woman at 37 weeks of gestation presents to the emergency department with complaints of headache and abdominal pain.   5. Her vital signs are: temperature 98.2°F (36.8°C), blood pressure 157/105 mm Hg, pulse 82/min, respirations 12/min, and oxygen saturation 98% on room air.   6. Initial laboratory findings are as follows:  
   - Hemoglobin: 12 g/dL  
   - Hematocrit: 36%  
   - Leukocyte count: 5,500/mm³ with normal differential  
   - Platelet count: 117,000/mm³  
   - Serum:  
     - Na⁺: 141 mEq/L  
     - Cl⁻: 101 mEq/L  
     - K⁺: 5.0 mEq/L  
     - HCO₃⁻: 23 mEq/L  
     - BUN: 29 mg/dL  
     - Glucose: 156 mg/dL  
     - Creatinine: 2.2 mg/dL (baseline 1.9 mg/dL)  
     - Ca²⁺: 9.8 mg/dL  
   - Urine:  
     - Color: Amber  
     - Protein: Positive  
     - Blood: Negative  
   The patient is admitted and treated appropriately, leading to resolution of her symptoms.  ","What is the most appropriate next step in management?

A. Urgent neuroimaging  
B. Psychiatric consultation  
C. Emergency caesarean section  
D. Dialysis initiation  
E. Continuous fetal monitoring  
F. Immediate intubation  
G. Calcium  
H. Naloxone administration  
I. Labetalol infusion  
J. Magnesium",medxpert,G
ID1032,"2. On examination, visual acuity was counting fingers OD and 20/200 OS. 4. Dense vitreous hemorrhage precluded fundus examination of the right eye, and B-scan ultrasonography did not reveal any additional pathology. 5. The left fundus examination exhibited diabetic macular edema with central subfield thickness of 425 μm on optical coherence tomography and severe nonproliferative diabetic retinopathy, for which he had laser surgery for diabetic macular edema and panretinal photocoagulation. 6. He subsequently underwent vitrectomy in the right eye for nonclearing vitreous hemorrhage with an uneventful postoperative course and improvement of his visual acuity to 20/100. 7. The patient was lost to follow-up and returned 4 months later with visual acuity 20/125 OD and counting fingers OS, with a vitreous hemorrhage in the left eye for which he underwent vitrectomy with thorough panretinal photocoagulation (1200 spots). 8. On postoperative day 1, visual acuity was 20/200 and intraocular pressure was elevated to 35 mm Hg. 9. The conjunctiva had mild hyperemia with foci of subconjunctival hemorrhage, the anterior chamber was deep and quiet, the anterior vitreous contained no cells, and a few cobweblike, tan strands were present throughout the vitreous cavity. 11. On postoperative day 3, the patient noted decreased visual acuity OS but he denied pain or discharge. 12. Visual acuity was hand motion, and intraocular pressure was 17 mm Hg. 14. Extensive strands and veils were noted throughout the vitreous cavity (Figure 1). 15. Anterior vitreous cavity (A) and wide-field fundus photograph (B) of the left eye demonstrating extensive transvitreal strands and sheets.","What Would You Do Next?

A: Increase topical steroids  
B: Inject intravitreal antibiotics  
C: Perform vitrectomy  
D: Inject antifungal drug",jama,A
ID1035,"1. An 82-year-old man presented with intractable pruritus of several months’ duration and a skin eruption. 2. He reported being diagnosed with dermatitis herpetiformis more than 20 years ago and receiving sulfapyridine and dapsone for treatment. 5. Recently, extensive skin disease and pruritus developed. 7. Physical examination revealed diffuse erosions with grouped papules and vesicles on his bilateral extremities, elbow and knee extensors, chest, back, buttocks, face, and scalp (Figure 1). 8. Examination also revealed extensive excoriations, as well as superficial honey-colored crusts.","What Would You Do Next?

A: Examine for infestation with scabies  
B: Obtain complete blood cell count and creatinine level  
C: Perform skin biopsy and direct immunofluorescence  
D: Obtain a chest radiograph",jama,C
ID1037,"1. An otherwise healthy man in his 20s presented to the dermatology department with thickening and swelling of hands after immersion in water, accompanied by burning pruritus for 3 years. 2. The lesions occurred as symmetrical white and transparent papules, white keratosis, excessive wrinkling on the dorsum of hands after water immersion and worsened in summer, and remitted in winter. 4. The lesions gradually aggravated, and the affected area dispersed to wrists and elbows during past the 1.5 years. 7. Physical examination showed some changes emerged on both hands after water immersion contrasting with any other condition (Figure, A and B). 8. We took a skin biopsy specimen from white papules on the right hand, and representative histopathologic features are shown in the Figure, C and D. 9. A and B, After immersing both hands in water for 10 mins, there were symmetrical white papules, white hyperkeratosis spots, and excessive wrinkling on the thenar eminence, wrist flexure of both hands, and dorsum of fingers and hands. 10. C and D, A skin biopsy taken from white papules after water immersion for 10 mins showed hyperkeratosis, dilated eccrine ducts in the epidermis and dermis, and hyperplasia of the eccrine sweat glanda (hematoxylin-eosin).","What Is Your Diagnosis?

A: Eczema  
B: Aquagenic syringeal acrokeratoderma  
C: Hereditary papulotranslucent acrokeratoderma  
D: Progressive symmetric erythrokeratoderma",jama,B
ID1038,"3. There were incessant multiple runs of nonsustained ventricular tachycardia with right bundle branch block morphologic features.   4. QRS complexes were negative in the rest of the precordial leads (V2-V6) and in leads I and avL, but positive in III, avR, and avF, suggesting a left (lateral) ventricular apical origin (Figure 1).   6. The patient was prescribed sotalol but her symptoms did not improve.   7. Invasive electrophysiological mapping of the left ventricle endocardium demonstrated that the ventricular tachycardia probably originated from the epicardial surface of left ventricular apex.Twelve-lead surface electrocardiogram during tachycardia.   8. QRS complexes are positive in V1, negative in the rest of the precordial leads (V2-V6), and negative in leads I and avL but positive in III, avR, and avF.Add a second antiarrhythmic drug and reassess the need for epicardial intervention after 3 to 6 monthsPerform cardiac magnetic resonance imaging to define pathologic substrate","What Would You Do Next?

A: Map and ablate the epicardium  
B: Add a second antiarrhythmic drug and reassess the need for epicardial intervention after 3 to 6 months  
C: Implant a cardioverter defibrillator  
D: Perform cardiac magnetic resonance imaging to define pathologic substrate",jama,D
ID1044,3. Routine laboratory studies reveal a leukocyte count of 25.0 × 103/mcL (reference range 4.5-11.0 × 103/mcL) and 97% mature-appearing lymphocytes on a peripheral blood smear. 4. Immunohistochemical stains demonstrate the lymphocytes to be of B-cell origin.,"The most likely diagnosis is

A. acute lymphocytic leukemia

B. acute myelogenous leukemia

C. chronic lymphocytic leukemia

D. chronic myelogenous leukemia",mmlu,C
ID1047,"1. A boy in his late teens with short stature presented with gradual loss of vision in both eyes since 8 years of age.   3. He had consulted several physicians for hearing loss during the past 2 years.   5. The results of a systemic examination revealed hypochondroplasia, alopecia (Figure 1), and generalized hypotonia.   6. His best-corrected visual acuity was 6/60 OU.   8. His color vision was defective, and his pupils were slow reactive to light.   9. The results of an optic nerve examination revealed bilateral pale optic discs with no evidence of edema and normal retinal vasculature.   11. A urine specific gravity test was performed, and the urine specific gravity was found to be low (sp g 1.001-1.003), consistent with diabetes insipidus.   12. Physical presentation of the patient, an adolescent boy presenting with hypochondroplasia, alopecia, and short stature.  ","What Would You Do Next?  
A: Order magnetic resonance imaging of the brain  
B: Order a hormone profile (thyrotropin, adrenocorticotrophic hormone, growth hormone, and testosterone) and consult endocrinology  
C: Perform a peripheral blood smear examination  
D: Order targeted genetic testing",jama,B
ID1048,"1. A 71-year-old otherwise healthy woman presented with an enlarging, immobile, painless mass in her right gluteal area. 3. On examination, she had a large, palpable, nontender right gluteal mass. 6. Computed tomography (CT) revealed an 11-cm heterogeneous lipomatous tumor involving the right gluteal musculature (Figure). 7. Axial (left) and coronal (right) computed tomography images of patient’s right gluteal mass.","What Would You Do Next?

A: Incisional biopsy of the lesion  
B: Core needle biopsy of the lesion  
C: Simple excision of the lesion  
D: Repeat imaging in 6 months",jama,B
ID1049,"1. A 10-year-old girl developed an annular skin lesion on her anterior neck.   2. The lesion, initially attributed to a bug bite by her mother, enlarged and developed central clearing.   7. Examination results were normal except for a 2.0-cm annular lesion with central clearing and peripheral flaking (Figure).   8. The pediatrician ordered serologic testing for Lyme disease, prescribed 14 days of doxycycline based on the results (Table), and referred the patient to an infectious disease specialist for evaluation.   9. Complete 14 days of antibiotic treatment for Lyme disease.   11. Complete 14 days of antibiotic treatment for Lyme disease.   12. Repeat Lyme disease serology in 1 month to evaluate response.","What Would You Do Next

A: Complete 14 days of antibiotic treatment for Lyme disease. No further testing is indicated.  
B: Complete 14 days of antibiotic treatment for Lyme disease. Repeat Lyme disease serology in 1 month to evaluate response.  
C: Obtain skin biopsy for Borrelia burgdorferi PCR.  
D: Discontinue doxycycline and restart topical antifungal cream.",jama,D
