Origin,question_options,answer_corr,data_source_corr,New_Sentences
ID0292,"Which one of the following next steps is most appropriate in this patient's care?

A. Start magnesium sulfate, and plan for induction of labor  
B. Start methyldopa and continue inpatient monitoring for 48 hours  
C. Administer furosemide and schedule follow-up in 3 days  
D. Initiate induction of labor with cervical ripening  
E. Start hydralazine and admit for continuous fetal monitoring  
F. Initiate immediate delivery by cesarean section  
G. Start labetalol, and discharge for outpatient management, with clinic visits and fetal monitoring scheduled at short intervals  
H. Start magnesium sulfate and continue to monitor in the hospital  
I. Start nifedipine and schedule follow-up in one week  
J. Administer betamethasone and continue expectant management without antihypertensive therapy",G,medxpert,A 24-year-old primigravida woman at 31 weeks' gestation is hospitalized with a blood pressure of 145/92 mm Hg and a urine dipstick showing 1+ proteinuria. | 24-hour protein excretion (mg) | 325 | 0–254 |
ID1164,"What Would You Do Next?

A: Evaluate for alcoholism as the cause of hypomagnesemia.  
B: Improve glycemic control due to urinary magnesium loss from polyuria.  
C: Start insulin to promote magnesium reabsorption at the proximal convoluted tubule.  
D: Stop ranitidine due to concern for reduced gastrointestinal magnesium absorption.",B,jama,.
ID1910,"Which underlying condition most likely contributed to the patient's acute decompensation during resuscitation?

A. Pulmonary embolism  
B. Hyperkalemia due to hemolysis  
C. Tension pneumothorax  
D. Heart failure  
E. Anaphylaxis secondary to blood transfusion  
F. IgA deficiency  
G. Hypocalcemia from citrate toxicity  
H. Persistent intraabdominal bleeding  
I. Congenital long QT syndrome  
J. Transfusion-related acute lung injury",F,medxpert,
ID1744,"Which of the following conditions would absolutely contraindicate this treatment?

A. Joint instability  
B. Acute whiplash  
C. Herniated disc  
D. Osteoporosis  
E. Degenerative disc disease  
F. Facet joint syndrome  
G. Muscle spasm  
H. Recent cervical strain  
I. Pregnancy  
J. Cervical spondylosis",A,medxpert,
ID1699,"What Would You Do Next?  
A: Sclerotherapy  
B: Surgical excision  
C: Initiate systemic administration of propranolol  
D: Observe periocular lesions while psychiatric treatment is continued",D,jama,
ID1817,"What is the most appropriate next step in the management of this patient?

A. Vancomycin and piperacillin-tazobactam  
B. Uterine ultrasound  
C. Clindamycin and gentamicin  
D. CT scan of the abdomen and pelvis  
E. Endometrial culture  
F. Dilation and curettage  
G. Expectant management with close monitoring  
H. Clindamycin  
I. Ampicillin and metronidazole  
J. Broad-spectrum oral antibiotics",C,medxpert,
ID0166,"What is the next best step in managing this patient?

A. Initiate broad-spectrum antibiotics  
B. Administer proton pump inhibitors  
C. Order computed tomography of the chest  
D. Perform diagnostic endoscopy  
E. Immediate surgical repair  
F. Perform contrast esophagram  
G. Obtain a barium swallow study  
H. Perform emergent thoracentesis  
I. Administration of octreotide  
J. Perform esophageal manometry",F,medxpert,
ID0426,"Which of the following best describes the appropriate therapeutic focus?

A. Treatment should be focused on the thoracic spine segments corresponding to ribs 2-5  
B. Treatment should be focused on the costovertebral joints of ribs 2-5  
C. Treatment should be focused on rib 2, which has restricted caudad pump-handle motion  
D. Treatment should be focused on rib 2, which has restricted cephalad pump-handle motion  
E. Treatment should be focused on ribs 3-4, which have restricted caliper motion  
F. Treatment should be focused on the sternocostal joints of ribs 2-5  
G. Treatment should be focused on the costotransverse joints of ribs 2-5  
H. Treatment should be focused on rib 5, which has restricted bucket-handle motion  
I. Treatment should be focused on rib 5, which has restricted cephalad bucket-handle motion  
J. Treatment should be focused on the intercostal muscles between ribs 2-5",D,medxpert,"His vital signs show: BP 122/72 mm Hg, HR 75/min, RR 18/min, and temperature 38.9°C (102.1°F)"
ID1194,"This condition most likely involves which of the following anatomical spaces or potential spaces?

A. Between arachnoid mater and pia mater  
B. Between dura and arachnoid mater  
C. Between dura mater and skull  
D. Between galea aponeurosis and periosteum  
E. Between galea aponeurosis and skull  
F. Between periosteum and skull  
G. Between subcutaneous tissue and periosteum  
H. Between scalp and galea aponeurosis  
I. Between periosteum and galea aponeurosis  
J. Between skull and epidural space",H,medxpert,
ID1125,"Which cognitive domain is being assessed by this task?

A. Registration  
B. Information encoding  
C. Verbal fluency  
D. Auditory processing  
E. Verbal comprehension  
F. Attention span  
G. Short-term memory  
H. Remote memory  
I. Working memory  
J. Immediate recall",A,medxpert,
ID0937,"What Would You Do Next?

A: Perform microscopy of nail scrapings after keratolysis with potassium hydroxide solution  
B: Order radiographs of hands and feet  
C: Order a thoracic CT scan  
D: Order measurement of serum ferritin level, serum iron level, and serum total iron-binding capacity",C,jama,A few nails showed distal onycholysis. Immunoglobulin levels were normal. He had partially nonpitting edema of the lower extremities (Figure 1B).
ID0521,"Which of the following represents the most appropriate next step in management?

A. Initiate intravenous immunoglobulin therapy  
B. Switch to pooled platelet transfusions  
C. Initiate glucocorticoid therapy at 1 mg/kg of body weight  
D. Begin plasmapheresis treatment  
E. Observe the patient without initiating further platelet transfusions  
F. Perform bone marrow biopsy to assess engraftment  
G. Test for cytomegalovirus infection  
H. Perform human leukocyte antigen antibody testing  
I. Perform platelet-specific antibody testing  
J. Administer recombinant thrombopoietin",H,medxpert,
ID0056,"What is the most appropriate approach regarding group B streptococci (GBS) screening and management in this case?

A. Prophylactic antibiotics are only indicated for patients with a history of neonatal GBS disease in a prior pregnancy.  
B. Administer antibiotics only if the patient develops a fever during labor.  
C. Administer antibiotics only if the patient reports a history of GBS colonization in a prior pregnancy.  
D. Initiate prophylactic antibiotics.  
E. Obtain culture results and give antibiotic prophylaxis for GBS after her membranes rupture.  
F. No antibiotics are needed if the patient reports no known allergies or prior complications.  
G. Initiate antibiotics only if the patient progresses to active labor.  
H. No antibiotics  
I. Defer antibiotics until the patient’s GBS status can be confirmed.  
J. Administer antibiotics only if the patient’s membranes rupture before delivery.",D,medxpert,
ID0018,"What Would You Do Next?

A: Give fortified antibiotics  
B: Give topical steroids and cycloplegia  
C: Provide systemic corticosteroids and outpatient follow-up  
D: Initiate admission, high-dose systemic steroids, and a rheumatology consult",D,jama,"A 74-year-old man with an ocular history of bilateral cataract extraction 9 years prior and left inferior rectus muscle recession 3 months before this current evaluation for 2 months of severe, progressive pain, redness, and decreased visual acuity in the left eye. After strabismus surgery, he was noted to have a nonhealing conjunctival epithelial defect inferiorly, which later developed underlying scleral thinning"
ID0010,"What is the proper method for transporting the amputated finger?

A. Wrap the finger in moist gauze and place in a plastic bag  
B. Rinse the finger with hydrogen peroxide, wrap the finger in moist gauze, and place on ice  
C. Rinse the finger with tap water, wrap in moist gauze, and place directly on ice  
D. Wrap the finger in dry gauze, place in a plastic bag, and submerge the bag in ice water  
E. Rinse the finger in sterile water, wrap in dry gauze, and place directly on ice  
F. Submerge the finger in sterile saline and place the container on ice  
G. Place the finger in a sealed plastic bag without rinsing and keep it on ice  
H. Rinse the finger in normal saline, wrap the finger in moist gauze, put in a plastic bag, and place the bag in ice water  
I. Rinse the finger in normal saline, place in a dry plastic container, and keep at room temperature  
J. Submerge the finger directly in ice water",H,medxpert,
ID1571,"Which of the following is the most likely diagnosis?

A. Hydatid cyst  
B. Wilms tumor  
C. Hepatoblastoma  
D. Mesenteric cyst  
E. Polycystic kidney disease  
F. Sarcoma  
G. Hepatic hemangioma  
H. Teratoma  
I. Rhabdomyosarcoma  
J. Adrenal carcinoma",B,medxpert,
ID0533,"What Would You Do Next?

A: Recommend intravitreal anti-VEGF injections for exudative age-related macular degeneration  
B: Provide reassurance and recommend close observation  
C: Perform pars plana vitrectomy and excisional biopsy of the membrane  
D: Prescribe topical and systemic steroids",C,jama,
ID1783,"Which of the following is the most appropriate next step in management?

A. Excision of the cyst  
B. Thyroid scintigraphy  
C. Observation and follow-up in 6 months  
D. MRI of the neck  
E. Thyroid hormone replacement therapy  
F. Radioactive iodine uptake test  
G. Empiric antibiotic therapy  
H. Fine needle aspiration biopsy  
I. CT scan with contrast  
J. Ultrasonography of the neck",J,medxpert,
ID0389,"What Would You Do Next?

A: Initiate intravitreal corticosteroids  
B: Perform a skin biopsy to consider neovascularization from pseudoxanthoma elasticum  
C: Order hemoglobin electrophoresis  
D: Perform an exchange transfusion",C,jama,An anterior segment examination was unremarkable in both eyes
ID1161,"What is the most appropriate next step in managing this patient?

A. Glyburide  
B. Metformin  
C. Continuous glucose monitoring without intervention  
D. Bariatric surgery  
E. Immediate induction of labor  
F. Initiate corticosteroid therapy for fetal lung maturity  
G. Insulin  
H. Repeat oral glucose tolerance test in 2 weeks  
I. Glucagon therapy  
J. Dietary and lifestyle modification",J,medxpert,
ID1676,"In this clinical scenario, where would a Chapman reflex point most likely be identified?

A. Second intercostal space near the sternocostal junction  
B. Over the frontal sinuses at the supraorbital ridge  
C. Fourth rib at the costochondral junction  
D. T2 between the spinous and transverse processes  
E. Third intercostal space along the midclavicular line  
F. Between the spinous processes of C7 and T1  
G. First rib near the clavicle  
H. At the junction of the mastoid process and occipital bone  
I. Sixth rib at the midaxillary line  
J. Fifth intercostal space near the anterior axillary line",G,medxpert,A 20-year-old female presents with headache and thick nasal discharge lasting four days
ID1646,"Treatment for this patient's somatic dysfunction should target a rib with which of the following characteristics?

A. Anteroposterior gliding motion  
B. Sternocostal joint movement  
C. Primarily bucket handle motion  
D. Predominant posterior rotation  
E. Primarily caliper motion  
F. Primarily vertical displacement  
G. Equal bucket handle and pump handle motion  
H. Combined caliper and pump handle motion  
I. Primarily pump handle motion  
J. Costovertebral joint rotation",C,medxpert,
ID0895,"What Would You Do Next?

A: Start a different PD-1 inhibitor  
B: Provide intravenous fluids and wound care in a burn unit  
C: Repeat punch biopsy for hematoxylin-eosin staining and DIF  
D: Discharge with topical triamcinolone 0.5% cream",C,jama,
