Origin,question_options,answer_corr,data_source_corr,New_Sentences
ID1808,"The technician most likely used which of the following laboratory procedures on this patient's blood?

A. Northern blotting

B. Polymerase chain reaction

C. Reverse transcription

D. Southern blotting",B,mmlu,"DNA purified from the leukocytes of the patient is reacted in a mixture containing oligonucleotides specific for CMV DNA, thermostable DNA polymerase, and nucleotides."
ID1339,"In addition to administering racemic epinephrine by nebulizer, which of the following is the most appropriate next step?

A. Intravenous aminophylline therapy

B. Intravenous antibiotic therapy

C. Intubation

D. Oral dexamethasone therapy",D,mmlu,"The babysitter says, ""He has had a runny nose since I started babysitting yesterday, but this afternoon he awoke from a nap with a barking sound and he was breathing real heavy."" Auscultation of the chest discloses equal air entry on both sides and no crackles She does not know the child's prior health history, nor does she know if the boy takes any medications on a regular basis Treatment with 40% oxygen via venturi mask and intravenous fluids is initiated."
ID1418,"Which of the following is the most appropriate next step in diagnosis?

A. Test of the stool for Clostridium difficile toxin

B. Endoscopic retrograde cholangiopancreatography

C. Pelvic ultrasonography

D. CT scan of the abdomen with contrast",D,mmlu,"Her temperature is 38.1°C (100.6°F), pulse is 75/min, and blood pressure is 150/80 mm Hg Cardiac examination shows no abnormalities."
ID1912,"Which of the following is the most appropriate next step in diagnosis?

A. Progesterone challenge test

B. Colposcopy

C. Cystoscopy

D. Endometrial biopsy",D,mmlu,"Her temperature is 36.6°C (97.8°F), pulse is 90/min, respirations are 12/min, and blood pressure is 100/60 mm Hg The uterus is normal sized."
ID0136,"Which of the following is the most appropriate next step in diagnosis?

A. Carotid duplex ultrasonography

B. CT scan of the head

C. EEG

D. Lumbar puncture",B,mmlu,His serum glucose concentration is 162 mg/dL.
ID0802,"Which of the following is the most important next step in management?

A. Begin oral methyldopa

B. Institute fundal massage

C. Order daily sitz baths

D. Provide education for well-baby care",D,mmlu,She is cuddling her infant and normal bonding seems to be occurring.
ID0607,"Which of the following is the most likely diagnosis?

A. Asthma

B. Chronic bronchitis

C. Gastroesophageal reflux disease

D. Postnasal drip syndrome",A,mmlu,She has not had chest pain or palpitations.
ID0155,"What Would You Do Next?

A: Observe the patient and treat headaches conservatively  
B: Consult surgery for immediate surgical intervention  
C: Perform a lumbar puncture with opening pressure, routine chemistry, and cell count analysis  
D: Begin treatment with high-dose corticosteroids",C,jama,"B, Color fundus photograph demonstrating Frisén grade 2 optic disc edema associated with subretinal fluid, exudate, and retinal hemorrhages.Perform a lumbar puncture with opening pressure, routine chemistry, and cell count analysis On review of systems, she endorsed nausea as well as paresthesia in her hands.Neuro-ophthalmic examination revealed visual acuities of 20/20 OD and 20/40 OS, with no pinhole improvement Automated (Humphrey) visual field testing revealed enlargement of the blind spot in the right eye (mean deviation, −2.91 dB) and generalized, nonspecific depression in the left eye (mean deviation, −3.41 dB) Examination of her fundus was notable for bilateral optic disc swelling (Frisén grade 2 in each eye) as well as unilateral macular exudates, subretinal fluid, and subretinal hemorrhages in the left eye (Figure 1)."
ID0569,"Which of the following is the most appropriate assessment of this patient's carrier status for this disease?

A. The patient has a 50% risk of having a child with DMD

B. The patient is a carrier of the disease based on her family history of DMD

C. The patient is not a carrier of the DMD based on her normal creatine kinase concentration

D. The patient's DMD carrier status is uncertain because of random X inactivation",D,mmlu,A 23-year-old woman comes to the physician for genetic counseling prior to conception.
ID0013,"Which of the following is the most appropriate step at this time?

A. Call her previous physician to obtain more history

B. Order a chest x-ray

C. Order a test for HIV antibody

D. Repeat the PPD skin test",B,mmlu,She has not had much medical care in the past 2 years but she has been healthy.
ID1569,"The most likely diagnosis is

A. autonomic neurogenic bladder

B. motor paralytic bladder

C. reflex neurogenic bladder

D. uninhibited neurogenic bladder",D,mmlu,There is no evidence of urinary tract infection and no prior history of urinary pathology.
ID1454,"Which of the following is the most appropriate initial action by the physician?

A. Advise the patient to change insurance companies as soon as she is able so that she can receive more comprehensive medical care

B. Explain that the patient does not need the MRI and that it is not appropriate to misrepresent her examination findings

C. Immediately inform the patient's insurance company about what the patient has asked the physician to do

D. Order the MRI as the patient requests",B,mmlu,"She has not had any fever, chills, or weight loss."
ID1500,"The most appropriate term to represent the legal concept invoked by the patient is

A. collateral estoppel

B. proximate cause

C. res ipsa loquitur

D. respondeat superior",C,mmlu,A 33-year-old female presents to the office with the complaint of chronic pelvic pain that began after she underwent a hysterectomy 6 months ago.
ID0554,"Which of the following is the most likely cause of this patient's symptoms?

A. Avascular necrosis of the femoral head

B. Herniated nucleus pulposus

C. Narrowing of the hip joint

D. Osteoporosis",A,mmlu,A 35-year-old man comes to the office for follow-up of sarcoidosis.
ID1650,"Prior to discharge, which of the following is the most appropriate step?

A. Obtain CT scan of the chest

B. Obtain a swallowing evaluation

C. Place a percutaneous endoscopic gastrostomy (PEG) tube

D. Prescribe fludrocortisone",B,mmlu,He is 168 cm (5 ft 6 in) tall and weighs 78 kg (172 lb); BMI is 28 kg/m2 .
ID1788,"A biopsy specimen of the lung mass is most likely to show which of the following?

A. Mesothelioma

B. Metastatic adenocarcinoma of the breast

C. Multiple endocrine neoplasia

D. Non-small cell lung carcinoma",D,mmlu,Examination shows no other abnormalities.
ID1969,"Which of the following is the most appropriate next step in diagnosis?

A. Ductography

B. Excisional biopsy of glandular tissue

C. Repeat mammography

D. Repeat ultrasonography of the right breast",A,mmlu,Palpation of the right breast discloses glandularity in the upper outer quadrant but no other masses.
ID1383,"Which of the following is the most likely causal organism?

A. Cryptosporidium parvum

B. Cytomegalovirus

C. Mycobacterium avium-intracellulare complex

D. Salmonella enteritidis",A,mmlu,"A 37-year-old woman with AIDS comes to the physician because of a 1-month history of progressive diarrhea and a 1.8- kg (4-lb) weight loss During the past week, she has had six large watery stools daily."
ID0437,"Which of the following mechanisms is most likely involved in maintaining this man's serum glucose concentration?

A. Continued gut absorption of calories from the ingested meal

B. Glucose release from skeletal muscle

C. Glycogenolysis in the liver

D. Increased leptin release from adipose tissues",C,mmlu,"Twelve hours later, his serum glucose concentration remains within the reference range."
ID0074,"Which of the following best describes this mass?

A. Granulosa tumor

B. Ovarian carcinoid

C. Sertoli-Leydig tumor

D. Teratoma",C,mmlu,"Her pulse is 80/min, and blood pressure is 130/82 mm Hg."
ID1112,"Which of the following is the most likely explanation for this patient’s symptoms?

A. Displacement of the nucleus pulposus

B. Hypertrophy of the facet joints

C. Osteophyte formation

D. Spondylolisthesis",A,mmlu,"Straight-leg raise test is positive on the right, with loss of right ankle reflex."
ID0253,"Which of the following is most likely the primary mechanism of the development of edema in this patient?

A. Disruption of vascular basement membranes

B. Increased hydrostatic pressure

C. Release of thromboxane

D. Separation of endothelial junctions",D,mmlu,The area is extremely tender to palpation.
ID1688,"Which of the following health maintenance recommendations is most appropriate at this time?

A. Dietary modification for weight loss

B. Human papillomavirus testing

C. Mammography

D. Influenza virus vaccine",D,mmlu,A 22-year-old woman comes to the physician in October for a follow-up examination.
ID1297,"Which of the following is the most likely precipitating factor in this patient's decision to file a malpractice suit?

A. The patient's perception that the physician is incompetent

B. The patient's perception that the physician is uncaring

C. The patient's socioeconomic status

D. The physician's amount of experience in the medical field",B,mmlu,"The patient is upset that his hand has not fully healed, and he files a malpractice suit against the physician."
ID0647,"What Would You Do Next?

A: Provide education on proper facial cleansing and moisturizing  
B: Administer topical antifungals  
C: Order antinuclear antibody, anti-Ro/SS-A, and anti-La/SS-B antibody testing for both the infant and his mother  
D: Order a serologic test for syphilis for the infant",C,jama,"Laboratory investigation showed a white blood cell count of 10.5 ×103/µL (reference range, 4.8-18.5 ×103/μL); hemoglobin level, 7.2 g/dL (8.7-13.5 g/dL); platelet count, 47 × 104/µL (28-91 ×104/μL); aspartate aminotransferase level, 23 IU/L (20-62 IU/L); alanine aminotransferase level, 9 IU/L (11-45 IU/L); serum creatinine level, 0.27 mg/dL (0.12-0.27 mg/dL); uric acid level, 2.6 mg/dL (1.8-5.3 mg/dL); and C-reactive protein level, 6.94 mg/dL (<0.30 mg/dL).Scattered annular erythematous plaques with central atrophy and raised margin on the forehead and periorbital areas of patient.Provide education on proper facial cleansing and moisturizingOrder antinuclear antibody, anti-Ro/SS-A, and anti-La/SS-B antibody testing for both the infant and his motherOrder a serologic test for syphilis for the infant."
